,Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Florida,New York,Rhode Island,Georgia,New Hampshire,North Carolina,New Jersey,Colorado,Maryland,Nevada,Tennessee,Hawaii,Indiana,Kentucky,Minnesota,Oklahoma,Pennsylvania,South Carolina,District of Columbia,Kansas,Missouri,Vermont,Virginia,Connecticut,Iowa,Louisiana,Ohio,Michigan,South Dakota,Arkansas,Delaware,Mississippi,New Mexico,North Dakota,Wyoming,Alaska,Maine,Alabama,Idaho,Montana,Puerto Rico,Virgin Islands,Guam,West Virginia,Northern Mariana Islands,American Samoa
2020-07-01,35258.0,145541.0,239764.0,84152.0,109143.0,32307.0,174826.0,19325.0,22864.0,9019.0,158989.0,398770.0,16853.0,79589.0,5802.0,66815.0,173782.0,33012.0,68502.0,19151.0,44360.0,909.0,47116.0,16114.0,36753.0,14112.0,91864.0,37919.0,10365.0,15142.0,22595.0,1210.0,63203.0,46572.0,29618.0,60286.0,52865.0,71279.0,6826.0,21197.0,11510.0,27900.0,12276.0,3624.0,1514.0,1174.0,3294.0,38962.0,6379.0,1016.0,7537.0,92.0,1240.0,2979.0,30.0,0.0
2020-07-02,35921.0,146407.0,248198.0,87495.0,109338.0,32876.0,182260.0,19476.0,23466.0,9344.0,169098.0,399642.0,16941.0,82475.0,5822.0,68512.0,174212.0,33335.0,69015.0,19871.0,46176.0,929.0,47553.0,16370.0,37247.0,14539.0,92703.0,39701.0,10390.0,15226.0,23085.0,1227.0,63735.0,46646.0,30259.0,61669.0,54166.0,71853.0,6893.0,22075.0,11731.0,28770.0,12520.0,3666.0,1550.0,1224.0,3328.0,40111.0,6688.0,1083.0,7608.0,98.0,1249.0,3053.0,30.0,0.0
2020-07-03,36417.0,147293.0,256298.0,91894.0,109628.0,33565.0,190049.0,19660.0,24070.0,9643.0,178586.0,400561.0,16991.0,85079.0,5857.0,70451.0,174598.0,33607.0,69422.0,20878.0,47882.0,957.0,48099.0,16655.0,37661.0,15065.0,93418.0,41532.0,10435.0,16015.0,23620.0,1236.0,64393.0,46717.0,30631.0,63397.0,55257.0,72306.0,6978.0,22622.0,11923.0,29684.0,12776.0,3731.0,1582.0,1284.0,3373.0,41865.0,7034.0,1128.0,7683.0,111.0,1255.0,3126.0,31.0,0.0
2020-07-04,36799.0,148151.0,265176.0,94616.0,109838.0,34243.0,195707.0,19826.0,24717.0,9937.0,190044.0,401286.0,16991.0,87592.0,5871.0,71735.0,174889.0,33900.0,69724.0,21671.0,49232.0,981.0,48628.0,16709.0,37661.0,15645.0,93922.0,43386.0,10447.0,16165.0,24061.0,1238.0,65109.0,46717.0,31167.0,63397.0,56183.0,72702.0,7028.0,23209.0,11996.0,30674.0,13063.0,3788.0,1606.0,1339.0,3397.0,42862.0,7431.0,1167.0,7787.0,112.0,1257.0,3205.0,31.0,0.0
2020-07-05,37468.0,148730.0,271587.0,98126.0,109974.0,34750.0,200137.0,19937.0,25005.0,10237.0,200103.0,401822.0,16991.0,89489.0,5897.0,73096.0,175258.0,34100.0,69957.0,22518.0,50365.0,1005.0,49203.0,16712.0,38173.0,15928.0,94403.0,44847.0,10482.0,16289.0,24334.0,1249.0,65748.0,46717.0,31612.0,65334.0,57151.0,73027.0,7063.0,23814.0,12128.0,30900.0,13256.0,3825.0,1634.0,1371.0,3415.0,43953.0,7799.0,1212.0,7916.0,112.0,1257.0,3335.0,31.0,0.0
2020-07-06,38517.0,149428.0,277869.0,101542.0,110137.0,35318.0,209350.0,20052.0,25653.0,10413.0,206439.0,402338.0,16991.0,91015.0,5914.0,74933.0,175467.0,34316.0,70497.0,22930.0,51509.0,1012.0,49560.0,17464.0,38606.0,16362.0,95187.0,46380.0,10515.0,17082.0,24850.0,1251.0,66102.0,46976.0,31764.0,66435.0,57956.0,73403.0,7105.0,24253.0,12293.0,31257.0,13507.0,3858.0,1675.0,1401.0,3423.0,44878.0,8222.0,1249.0,8585.0,116.0,1270.0,3442.0,31.0,0.0
2020-07-07,39063.0,150110.0,287766.0,105159.0,110338.0,35834.0,219164.0,20205.0,26203.0,10654.0,213786.0,402928.0,17154.0,93707.0,5932.0,76188.0,175734.0,34717.0,70986.0,23848.0,52643.0,1053.0,49859.0,17820.0,39170.0,17220.0,95986.0,47352.0,10569.0,17157.0,25566.0,1254.0,66740.0,47033.0,32153.0,68371.0,58904.0,74011.0,7163.0,24512.0,12414.0,32214.0,13727.0,3903.0,1711.0,1423.0,3440.0,45785.0,8582.0,1327.0,8714.0,122.0,1272.0,3505.0,31.0,0.0
2020-07-08,39661.0,151055.0,296304.0,108710.0,110602.0,36526.0,229116.0,20437.0,26921.0,10872.0,223775.0,403619.0,17204.0,96538.0,5952.0,77661.0,175986.0,35185.0,71455.0,24378.0,54756.0,1076.0,50309.0,18204.0,39627.0,17893.0,96817.0,48909.0,10642.0,17807.0,26343.0,1256.0,67375.0,47108.0,32716.0,70259.0,60181.0,74660.0,7242.0,25246.0,12462.0,32888.0,14017.0,3975.0,1740.0,1472.0,3460.0,46962.0,9004.0,1371.0,8745.0,144.0,1276.0,3707.0,31.0,0.0
2020-07-09,40369.0,152188.0,303516.0,112783.0,110897.0,37358.0,240025.0,20658.0,27632.0,11247.0,232710.0,404207.0,17243.0,98693.0,5973.0,79564.0,176217.0,35604.0,72037.0,25055.0,56531.0,1112.0,50829.0,18576.0,40201.0,18496.0,97634.0,50691.0,10679.0,18031.0,27301.0,1272.0,67988.0,47209.0,33316.0,72102.0,61331.0,75247.0,7336.0,26052.0,12531.0,33591.0,14251.0,4074.0,1774.0,1521.0,3486.0,49174.0,9598.0,1466.0,8862.0,153.0,1278.0,3826.0,31.0,0.0
2020-07-10,41090.0,153406.0,311505.0,116947.0,111110.0,38414.0,249948.0,20834.0,28452.0,11501.0,244143.0,404997.0,17312.0,103597.0,5991.0,81737.0,176575.0,36210.0,72503.0,25961.0,58224.0,1139.0,51567.0,19076.0,40805.0,19092.0,98574.0,52419.0,10743.0,18799.0,28060.0,1277.0,68931.0,47287.0,34232.0,74744.0,62856.0,75871.0,7401.0,26803.0,12652.0,34622.0,14549.0,4158.0,1790.0,1579.0,3499.0,50508.0,10073.0,1593.0,9137.0,167.0,1279.0,3983.0,31.0,0.0
2020-07-11,41326.0,154530.0,320030.0,119991.0,111398.0,39095.0,258280.0,21035.0,29071.0,11851.0,254503.0,405724.0,17312.0,106574.0,6024.0,83996.0,176906.0,36633.0,73060.0,26912.0,59981.0,1181.0,52358.0,19530.0,41609.0,19779.0,99252.0,54699.0,10801.0,18983.0,28649.0,1283.0,69782.0,47287.0,34695.0,76911.0,64214.0,76499.0,7454.0,27864.0,12743.0,35419.0,14773.0,4247.0,1839.0,1656.0,3520.0,51947.0,10584.0,1677.0,9366.0,181.0,1281.0,4146.0,33.0,0.0
2020-07-12,42181.0,155355.0,327676.0,122479.0,111597.0,39901.0,264811.0,21214.0,29552.0,12170.0,269803.0,406403.0,17312.0,108389.0,6054.0,85831.0,177245.0,36933.0,73705.0,27745.0,61106.0,1201.0,52892.0,19762.0,42319.0,20235.0,99794.0,56648.0,10847.0,19295.0,29173.0,1296.0,70670.0,47287.0,35410.0,78230.0,65592.0,76936.0,7499.0,28367.0,12804.0,36287.0,15028.0,4338.0,1862.0,1772.0,3539.0,53587.0,10971.0,1758.0,9654.0,206.0,1281.0,4244.0,33.0,0.0
2020-07-13,43538.0,156288.0,336206.0,123917.0,111827.0,40603.0,273732.0,21444.0,30282.0,12511.0,282427.0,406962.0,17487.0,111937.0,6068.0,87653.0,177469.0,37303.0,74124.0,28597.0,63615.0,1222.0,53327.0,20127.0,42810.0,20745.0,100378.0,58168.0,10906.0,20265.0,29781.0,1301.0,71642.0,47510.0,35631.0,79935.0,66853.0,77354.0,7524.0,28939.0,12879.0,36680.0,15291.0,4446.0,1903.0,1843.0,3558.0,55545.0,11531.0,1908.0,10010.0,217.0,1281.0,4313.0,33.0,0.0
2020-07-14,44257.0,157055.0,346593.0,128126.0,112130.0,41516.0,284638.0,21717.0,30774.0,12834.0,291621.0,407875.0,17588.0,114579.0,6091.0,89767.0,177862.0,37761.0,74836.0,29669.0,65412.0,1243.0,54001.0,20702.0,43208.0,21738.0,101360.0,60389.0,10946.0,20347.0,30817.0,1305.0,72443.0,47530.0,35942.0,82150.0,67995.0,78045.0,7572.0,29733.0,12969.0,37542.0,15514.0,4497.0,1951.0,1897.0,3566.0,57255.0,11962.0,2038.0,10123.0,243.0,1281.0,4407.0,36.0,0.0
2020-07-15,45004.0,158451.0,355497.0,131411.0,112347.0,42409.0,296478.0,21979.0,31228.0,13129.0,301802.0,408709.0,17640.0,118147.0,6113.0,91573.0,178252.0,38240.0,75576.0,30587.0,67515.0,1271.0,54698.0,21148.0,43782.0,22813.0,102361.0,62245.0,11026.0,21157.0,31737.0,1318.0,73527.0,47636.0,36536.0,84241.0,69311.0,79081.0,7652.0,30297.0,13050.0,38567.0,15841.0,4569.0,1985.0,1958.0,3578.0,59067.0,12599.0,2149.0,10379.0,249.0,1282.0,4557.0,36.0,0.0
2020-07-16,46268.0,159676.0,364761.0,134730.0,112581.0,43361.0,311516.0,22178.0,31908.0,13541.0,315767.0,409476.0,17711.0,120848.0,6139.0,93657.0,178475.0,38817.0,76237.0,32024.0,69827.0,1290.0,55413.0,21617.0,44387.0,23441.0,103169.0,64083.0,11076.0,21273.0,32596.0,1325.0,74431.0,47750.0,37414.0,86521.0,70601.0,79977.0,7694.0,31114.0,13114.0,39797.0,16138.0,4672.0,2026.0,2034.0,3598.0,61088.0,13261.0,2265.0,10574.0,263.0,1283.0,4657.0,37.0,0.0
2020-07-17,47226.0,161042.0,374922.0,138575.0,112879.0,44243.0,321254.0,22361.0,32572.0,13842.0,327233.0,410254.0,17793.0,124267.0,6165.0,95633.0,178525.0,39409.0,76941.0,33372.0,72072.0,1312.0,56160.0,22162.0,45053.0,24140.0,104172.0,66060.0,11115.0,22199.0,33536.0,1334.0,75433.0,47893.0,37903.0,88700.0,72280.0,80752.0,7789.0,31762.0,13337.0,40829.0,16456.0,4796.0,2069.0,2083.0,3636.0,63091.0,13879.0,2383.0,11120.0,283.0,1283.0,4783.0,37.0,0.0
2020-07-18,47889.0,162299.0,383194.0,141333.0,113238.0,45118.0,330059.0,22545.0,33430.0,14231.0,337561.0,411006.0,17793.0,128341.0,6188.0,98067.0,178788.0,39811.0,77773.0,34606.0,74518.0,1332.0,57045.0,22750.0,45510.0,25056.0,104780.0,67612.0,11194.0,22238.0,34363.0,1338.0,76373.0,47893.0,38314.0,88700.0,73822.0,81384.0,7862.0,32533.0,13429.0,41846.0,16736.0,4911.0,2108.0,2157.0,3646.0,65234.0,14433.0,2471.0,11453.0,297.0,1284.0,4922.0,37.0,0.0
2020-07-19,48601.0,163284.0,391460.0,143644.0,113534.0,45953.0,338036.0,22637.0,34117.0,14586.0,350039.0,411515.0,17793.0,130794.0,6203.0,99841.0,178757.0,40182.0,78698.0,35826.0,76180.0,1359.0,57965.0,23600.0,46244.0,25265.0,105384.0,69986.0,11261.0,22459.0,35154.0,1350.0,77430.0,47893.0,38813.0,91816.0,74932.0,81935.0,7906.0,33228.0,13519.0,42638.0,16971.0,5023.0,2126.0,2275.0,3687.0,67011.0,14960.0,2533.0,12063.0,297.0,1284.0,5042.0,37.0,0.0
2020-07-20,49949.0,164552.0,400195.0,145320.0,113789.0,46754.0,345672.0,22847.0,34526.0,14907.0,360386.0,412034.0,17904.0,132788.0,6249.0,101176.0,178937.0,40649.0,79251.0,36805.0,77944.0,1371.0,58607.0,23978.0,47147.0,25433.0,106498.0,71445.0,11339.0,23544.0,36044.0,1360.0,78375.0,48055.0,39343.0,95002.0,76168.0,82486.0,7943.0,33927.0,13624.0,43889.0,17215.0,5130.0,2187.0,2412.0,3711.0,68891.0,15380.0,2640.0,12461.0,308.0,1288.0,5142.0,37.0,0.0
2020-07-21,50746.0,165534.0,410366.0,148730.0,114033.0,47893.0,355594.0,23190.0,35089.0,15257.0,369826.0,412889.0,17986.0,135865.0,6262.0,103047.0,179230.0,41152.0,80111.0,37605.0,80026.0,1396.0,59344.0,24638.0,47497.0,26326.0,107460.0,73337.0,11427.0,23606.0,37248.0,1366.0,79371.0,48096.0,39721.0,96693.0,77215.0,83184.0,8019.0,34655.0,13746.0,45524.0,17517.0,5211.0,2238.0,2523.0,3723.0,70358.0,15899.0,2741.0,12940.0,308.0,1296.0,5199.0,38.0,0.0
2020-07-22,51442.0,167142.0,422528.0,150659.0,114320.0,48777.0,366561.0,23486.0,35677.0,15436.0,379611.0,413595.0,18062.0,139120.0,6295.0,105138.0,179565.0,41747.0,80738.0,38759.0,82172.0,1413.0,60126.0,25169.0,48001.0,27301.0,108267.0,75042.0,11529.0,24376.0,38454.0,1366.0,80393.0,48223.0,40208.0,99466.0,78742.0,83891.0,8077.0,35246.0,13792.0,47071.0,17828.0,5371.0,2288.0,2617.0,3723.0,71813.0,16395.0,2840.0,13038.0,336.0,1299.0,5461.0,38.0,0.0
2020-07-23,52255.0,168766.0,433175.0,153029.0,114647.0,49751.0,376104.0,23818.0,36178.0,15765.0,389860.0,414405.0,18148.0,143857.0,6318.0,107050.0,179807.0,42409.0,81396.0,40088.0,84652.0,1468.0,61079.0,25828.0,48761.0,27969.0,109153.0,76606.0,11571.0,24518.0,39923.0,1377.0,81237.0,48232.0,40796.0,101762.0,80186.0,84585.0,8143.0,36259.0,13924.0,48053.0,18163.0,5497.0,2347.0,2682.0,3737.0,74212.0,16862.0,2924.0,13473.0,342.0,1301.0,5550.0,38.0,0.0
2020-07-24,53278.0,170376.0,443096.0,156392.0,114985.0,50895.0,383662.0,24174.0,37063.0,16172.0,402304.0,415163.0,18224.0,147732.0,6375.0,109206.0,180265.0,43098.0,82326.0,41013.0,86667.0,1526.0,62081.0,26628.0,49528.0,29116.0,110342.0,78607.0,11649.0,25403.0,41224.0,1385.0,82364.0,48776.0,41434.0,103846.0,81746.0,85238.0,8200.0,37249.0,14202.0,49663.0,18475.0,5618.0,2405.0,2746.0,3757.0,76005.0,17411.0,3113.0,13967.0,352.0,1306.0,5695.0,38.0,0.0
2020-07-25,53883.0,171669.0,453327.0,160055.0,115268.0,51735.0,391609.0,24412.0,37623.0,16492.0,414503.0,415911.0,18224.0,151262.0,6415.0,111282.0,180778.0,43847.0,83617.0,41993.0,88459.0,1597.0,63030.0,27395.0,50331.0,30081.0,111121.0,80008.0,11717.0,25464.0,42310.0,1396.0,83609.0,48776.0,41886.0,103846.0,83184.0,85665.0,8305.0,37981.0,14175.0,51097.0,18788.0,5740.0,2446.0,2866.0,3790.0,78130.0,17920.0,3260.0,14540.0,352.0,1306.0,5821.0,40.0,0.0
2020-07-26,54421.0,173079.0,459338.0,162041.0,115637.0,52685.0,395738.0,24618.0,37973.0,16764.0,423847.0,416443.0,18224.0,153476.0,6436.0,112802.0,181283.0,44364.0,84306.0,42919.0,91330.0,1660.0,63881.0,27682.0,51193.0,31285.0,111773.0,81199.0,11780.0,25649.0,43477.0,1400.0,84567.0,48776.0,42357.0,107686.0,84073.0,86750.0,8395.0,38623.0,14290.0,52304.0,19053.0,5880.0,2475.0,3100.0,3814.0,79294.0,18262.0,3342.0,15143.0,361.0,1306.0,5960.0,40.0,0.0
2020-07-27,55547.0,174442.0,467103.0,163918.0,115926.0,53323.0,402295.0,24899.0,38439.0,17122.0,432739.0,417056.0,18515.0,155907.0,6441.0,114612.0,181732.0,44723.0,85436.0,43880.0,93869.0,1688.0,64417.0,28250.0,51843.0,32529.0,112995.0,82417.0,11858.0,26439.0,44813.0,1402.0,86072.0,48983.0,42696.0,110029.0,85177.0,87329.0,8444.0,39447.0,14406.0,52957.0,19502.0,5990.0,2520.0,3204.0,3832.0,81115.0,18836.0,3406.0,15431.0,375.0,1315.0,6054.0,40.0,0.0
2020-07-28,56575.0,175588.0,474951.0,165994.0,116182.0,54114.0,412849.0,25140.0,38877.0,17419.0,441969.0,417591.0,18725.0,160038.0,6500.0,116300.0,182215.0,45420.0,86091.0,44991.0,96318.0,1734.0,65258.0,28876.0,52321.0,33757.0,114129.0,84109.0,11945.0,26494.0,46225.0,1405.0,86994.0,49077.0,42928.0,111150.0,86497.0,88025.0,8492.0,40181.0,14476.0,54299.0,19791.0,6145.0,2589.0,3348.0,3838.0,82366.0,19318.0,3491.0,15840.0,375.0,1318.0,6173.0,40.0,0.0
2020-07-29,57299.0,176967.0,486039.0,168361.0,116684.0,55119.0,421891.0,25448.0,39339.0,17805.0,451415.0,418302.0,18800.0,163547.0,6513.0,118027.0,182641.0,45885.0,86846.0,45937.0,98145.0,1842.0,65918.0,29479.0,52987.0,34605.0,114984.0,85846.0,11999.0,27177.0,47683.0,1406.0,87993.0,49540.0,43623.0,112887.0,87893.0,89026.0,8641.0,40968.0,14602.0,55804.0,20136.0,6231.0,2628.0,3440.0,3866.0,83782.0,19810.0,3695.0,16061.0,385.0,1320.0,6326.0,40.0,0.0
2020-07-30,58099.0,178832.0,494269.0,170905.0,117098.0,56111.0,432134.0,25766.0,39714.0,18166.0,461371.0,419081.0,18950.0,167545.0,6544.0,120391.0,182845.0,46338.0,87740.0,47034.0,100166.0,1966.0,66883.0,30132.0,53732.0,35710.0,115853.0,87572.0,12057.0,27244.0,49671.0,1407.0,88904.0,49670.0,44285.0,114595.0,89626.0,89926.0,8685.0,41759.0,14689.0,57579.0,20388.0,6305.0,2686.0,3557.0,3888.0,85762.0,20378.0,3829.0,16572.0,385.0,1323.0,6422.0,42.0,0.0
2020-07-31,58725.0,180701.0,502273.0,174108.0,117612.0,57020.0,443090.0,26211.0,40258.0,18510.0,470378.0,419723.0,19022.0,171342.0,6583.0,122370.0,183535.0,46948.0,88907.0,48142.0,103144.0,2088.0,67800.0,30981.0,54503.0,36456.0,116787.0,89016.0,12126.0,28121.0,51074.0,1414.0,89888.0,49810.0,44753.0,116394.0,91159.0,90752.0,8764.0,42511.0,14788.0,58747.0,20600.0,6473.0,2726.0,3675.0,3912.0,87723.0,20853.0,3977.0,16781.0,406.0,1325.0,6642.0,42.0,0.0
2020-08-01,59648.0,182232.0,509507.0,177019.0,118040.0,58064.0,448224.0,26391.0,40754.0,18817.0,480020.0,420477.0,19022.0,174834.0,6613.0,124015.0,183904.0,47357.0,89925.0,49207.0,105455.0,2174.0,68773.0,31612.0,55228.0,37706.0,117468.0,90599.0,12205.0,28147.0,52012.0,1421.0,90801.0,49810.0,45293.0,116394.0,92087.0,91450.0,8867.0,43173.0,14877.0,59881.0,20796.0,6606.0,2769.0,3825.0,3937.0,89349.0,21231.0,4081.0,17872.0,421.0,1328.0,6735.0,44.0,0.0
2020-08-02,60160.0,183714.0,515937.0,178473.0,118458.0,58990.0,454759.0,26702.0,41175.0,19097.0,487124.0,421008.0,19022.0,177556.0,6634.0,125281.0,184225.0,47799.0,90835.0,50270.0,106804.0,2219.0,69531.0,31966.0,55987.0,38201.0,118038.0,91788.0,12274.0,28341.0,52577.0,1426.0,91782.0,49810.0,45723.0,119861.0,93031.0,91857.0,8955.0,43810.0,14949.0,60553.0,21016.0,6664.0,2808.0,3982.0,3958.0,91444.0,21465.0,4193.0,18411.0,421.0,1328.0,6854.0,45.0,0.0
2020-08-03,61011.0,185238.0,522235.0,179506.0,118657.0,59471.0,463541.0,26956.0,41571.0,19395.0,491876.0,421550.0,19246.0,179510.0,6660.0,126748.0,184489.0,48119.0,91705.0,51236.0,107900.0,2425.0,70111.0,32500.0,56600.0,38586.0,118937.0,92951.0,12313.0,29200.0,53676.0,1427.0,93106.0,50062.0,45905.0,120960.0,93963.0,92503.0,9020.0,44597.0,15055.0,61125.0,21130.0,6789.0,2848.0,4062.0,3970.0,92661.0,21838.0,4249.0,18791.0,439.0,1337.0,6973.0,46.0,0.0
2020-08-04,61828.0,186598.0,527258.0,180537.0,119203.0,60263.0,473105.0,27178.0,42018.0,19700.0,497322.0,422296.0,19390.0,182462.0,6693.0,128236.0,184845.0,48492.0,92416.0,52256.0,109652.0,2568.0,70944.0,33209.0,57202.0,39452.0,119765.0,94190.0,12398.0,29259.0,54890.0,1431.0,94251.0,50110.0,46231.0,124575.0,95106.0,93293.0,9079.0,45381.0,15137.0,62199.0,21340.0,6937.0,2884.0,4123.0,3975.0,93702.0,22357.0,4360.0,19324.0,463.0,1344.0,7051.0,46.0,0.0
2020-08-05,62389.0,188474.0,532776.0,182230.0,119643.0,61247.0,482467.0,27489.0,42478.0,19979.0,502731.0,422935.0,19481.0,186395.0,6719.0,129454.0,185180.0,49143.0,93000.0,52919.0,111305.0,2740.0,71685.0,33823.0,57820.0,40555.0,120492.0,95472.0,12443.0,30047.0,55951.0,1436.0,95049.0,50225.0,46836.0,126061.0,96305.0,94045.0,9168.0,46293.0,15296.0,63444.0,21566.0,7061.0,2923.0,4181.0,3992.0,94654.0,22854.0,4481.0,19651.0,501.0,1358.0,7159.0,46.0,0.0
2020-08-06,63056.0,190465.0,541013.0,183744.0,119874.0,62139.0,490102.0,27821.0,43032.0,20250.0,510381.0,423629.0,19611.0,189300.0,6742.0,131478.0,185554.0,49633.0,93598.0,53705.0,113519.0,2891.0,72741.0,34435.0,58681.0,41395.0,121294.0,96797.0,12518.0,30153.0,57175.0,1445.0,95867.0,50245.0,47559.0,127364.0,97471.0,94819.0,9273.0,47028.0,15365.0,64400.0,21773.0,7181.0,2958.0,4221.0,3997.0,96592.0,23510.0,4621.0,19934.0,522.0,1366.0,7277.0,47.0,0.0
2020-08-07,63975.0,192482.0,548142.0,185104.0,120291.0,63256.0,498266.0,28104.0,43530.0,20658.0,518067.0,424349.0,19738.0,193276.0,6779.0,133033.0,185914.0,50081.0,94395.0,54633.0,115940.0,3092.0,73986.0,35147.0,59226.0,42234.0,122078.0,98219.0,12589.0,30966.0,58321.0,1448.0,97882.0,50320.0,47920.0,128864.0,98675.0,95632.0,9371.0,48039.0,15445.0,65436.0,21965.0,7331.0,3000.0,4286.0,4014.0,98301.0,24073.0,4771.0,20686.0,528.0,1380.0,7433.0,47.0,0.0
2020-08-08,64346.0,194531.0,556158.0,186226.0,120711.0,64231.0,504605.0,28245.0,43821.0,21011.0,526569.0,425055.0,19738.0,197308.0,6818.0,134915.0,186282.0,50491.0,95157.0,55481.0,117725.0,3323.0,75025.0,35986.0,60142.0,43070.0,122666.0,99460.0,12653.0,30992.0,58710.0,1454.0,99189.0,50320.0,48311.0,128864.0,99969.0,96328.0,9477.0,48811.0,15502.0,66646.0,22115.0,7512.0,3013.0,4371.0,4026.0,100173.0,24593.0,4889.0,21424.0,528.0,1381.0,7563.0,48.0,0.0
2020-08-09,65248.0,195897.0,563244.0,187086.0,121040.0,64835.0,510392.0,28432.0,44130.0,21272.0,532798.0,425568.0,19738.0,200147.0,6831.0,136250.0,186626.0,50799.0,96065.0,56278.0,119788.0,3475.0,76071.0,36316.0,60939.0,43561.0,123312.0,100435.0,12753.0,31145.0,59895.0,1459.0,100086.0,50320.0,48919.0,131517.0,100848.0,96835.0,9605.0,49383.0,15575.0,67173.0,22315.0,7600.0,3050.0,4471.0,4042.0,101334.0,24797.0,4952.0,22121.0,547.0,1381.0,7694.0,48.0,0.0
2020-08-10,66225.0,197326.0,574267.0,187634.0,121315.0,65427.0,517182.0,28696.0,44487.0,21488.0,536953.0,426046.0,19934.0,202276.0,6840.0,137006.0,186884.0,51104.0,96821.0,57022.0,120967.0,3615.0,76734.0,36739.0,61557.0,43962.0,124269.0,101159.0,12807.0,32094.0,60882.0,1462.0,100749.0,50567.0,49164.0,132079.0,101731.0,97472.0,9663.0,50028.0,15634.0,67649.0,22444.0,7717.0,3042.0,4537.0,4049.0,103020.0,25267.0,5032.0,22821.0,576.0,1387.0,7754.0,49.0,0.0
2020-08-11,66619.0,198919.0,586078.0,188780.0,121707.0,66146.0,524898.0,29030.0,44836.0,21782.0,542784.0,426713.0,20053.0,205920.0,6861.0,138074.0,187328.0,51487.0,97403.0,57608.0,122003.0,3733.0,77625.0,37437.0,61880.0,44725.0,125061.0,102130.0,12896.0,32181.0,61949.0,1472.0,101745.0,50684.0,49521.0,133243.0,102826.0,98361.0,9713.0,50411.0,15699.0,68293.0,22643.0,7889.0,3073.0,4587.0,4050.0,103851.0,25767.0,5125.0,23403.0,639.0,1403.0,7875.0,49.0,0.0
2020-08-12,67170.0,200648.0,595097.0,189522.0,122000.0,66705.0,531825.0,29244.0,45181.0,22029.0,550893.0,427419.0,20129.0,209683.0,6887.0,139413.0,187777.0,51847.0,97959.0,58132.0,123489.0,3935.0,78337.0,38546.0,62349.0,45392.0,125965.0,102974.0,12959.0,32977.0,63372.0,1478.0,102521.0,50706.0,49973.0,134427.0,104248.0,98825.0,9815.0,51114.0,15765.0,69374.0,22816.0,7974.0,3086.0,4653.0,4070.0,104786.0,26280.0,5292.0,24074.0,639.0,1418.0,8008.0,49.0,0.0
2020-08-13,68095.0,202577.0,603212.0,190850.0,122423.0,67781.0,538805.0,29660.0,45537.0,22315.0,557129.0,428155.0,20240.0,212009.0,6921.0,141006.0,188433.0,52242.0,98728.0,58812.0,125487.0,4289.0,79404.0,39306.0,63039.0,46101.0,126950.0,103909.0,13024.0,33087.0,64933.0,1484.0,103622.0,50782.0,50678.0,135562.0,105426.0,99963.0,9897.0,51766.0,15967.0,69986.0,22987.0,8175.0,3119.0,4748.0,4089.0,105557.0,26814.0,5430.0,24446.0,704.0,1446.0,8151.0,49.0,0.0
2020-08-14,68581.0,204827.0,613243.0,191810.0,122728.0,68761.0,547670.0,29988.0,46048.0,22614.0,563277.0,428879.0,20335.0,215328.0,6964.0,142544.0,189003.0,52587.0,99430.0,59800.0,127465.0,4520.0,80507.0,40012.0,63769.0,46893.0,127774.0,104841.0,13118.0,34246.0,66305.0,1501.0,104838.0,50897.0,51272.0,136860.0,106557.0,100813.0,10024.0,52392.0,16340.0,70930.0,23160.0,8326.0,3183.0,4867.0,4115.0,106309.0,27312.0,5564.0,25128.0,734.0,1471.0,8274.0,50.0,0.0
2020-08-15,69136.0,206505.0,621981.0,192670.0,123199.0,69560.0,555343.0,30241.0,46413.0,23018.0,569629.0,429617.0,20335.0,218344.0,6980.0,143956.0,189281.0,52868.0,100237.0,60648.0,128771.0,4802.0,81561.0,40677.0,64459.0,47798.0,128531.0,105882.0,13159.0,34294.0,67442.0,1509.0,105750.0,50897.0,52065.0,136860.0,107674.0,101831.0,10118.0,51992.0,16396.0,71755.0,23302.0,8448.0,3227.0,4952.0,4144.0,107580.0,27620.0,5663.0,25695.0,734.0,1471.0,8457.0,50.0,0.0
2020-08-16,69894.0,208068.0,628508.0,193554.0,123593.0,70246.0,563464.0,30372.0,46652.0,23262.0,573408.0,430226.0,20335.0,220165.0,6988.0,145111.0,189294.0,53188.0,100772.0,61374.0,130620.0,5019.0,82304.0,40883.0,65198.0,48342.0,129075.0,106497.0,13220.0,34495.0,68493.0,1515.0,106687.0,50897.0,52447.0,138041.0,108287.0,102323.0,10274.0,52665.0,16451.0,72136.0,23408.0,8591.0,3286.0,5058.0,4168.0,108433.0,27794.0,5751.0,26006.0,741.0,1471.0,8564.0,50.0,0.0
2020-08-17,70509.0,209942.0,634991.0,194027.0,123841.0,70796.0,569058.0,30563.0,46936.0,23461.0,576086.0,430636.0,20572.0,221841.0,7004.0,145942.0,189606.0,53391.0,101276.0,62022.0,131742.0,5192.0,82909.0,41610.0,65762.0,48711.0,129686.0,106953.0,13273.0,35544.0,69888.0,1527.0,107421.0,51267.0,52829.0,138608.0,109062.0,102872.0,10360.0,53077.0,16536.0,72412.0,23500.0,8651.0,3331.0,5108.0,4197.0,109004.0,28113.0,5810.0,26760.0,760.0,1527.0,8632.0,53.0,0.0
